qid,term,topic,subtopic,difficulty,questiontype,parentid,orderinparent,questiontext,optiona,optionb,optionc,optiond,correctanswer,hint,detailedsolution,imagelocation,tags,enginetypesim,modesim,filepathsim,filenamesim
11,T1,Musculo-Skeletal System,types_of_skeleton,E,MCQ,null,null,Kiti the Cat is hunting for bugs. Which of these animals that she might find is an example of an organism with an exo-skeleton?,Cow,Frog,Cockroach,Dog,Option_C,It is an insect with a hard outer covering.,Insects like cockroaches and grasshoppers have their skeletons on the outside.,null,"[""P7"",""Science"",""Insects""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,T1,Musculo-Skeletal System,types_of_skeleton,E,MCQ,null,null,Polly the Parrot is listing animals with hard outer shells. Which of these animals is an example of an organism with an exo-skeleton?,Cow,Frog,Cockroach,Dog,Option_C,It is an insect with a hard outer covering.,Insects like cockroaches and grasshoppers have their skeletons on the outside.,null,"[""P7"",""Science"",""Insects""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,T1,Musculo-Skeletal System,types_of_skeleton,E,MCQ,null,null,Manya reads about earthworms in his textbook. What defines a hydrostatic skeleton?,Body filled with bones,Body filled with liquid under pressure,Body covered in hair,Body filled with air,Option_B,'Hydro' refers to water or liquid.,A hydrostatic skeleton is where the body is filled with liquid under pressure to give support.,null,"[""P7"",""Science"",""Hydrostatic""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,T1,Musculo-Skeletal System,types_of_skeleton,E,MCQ,null,null,Kiti the Cat is curious about organisms without hard bones. What defines a hydrostatic skeleton?,Body filled with bones,Body filled with liquid under pressure,Body covered in hair,Body filled with air,Option_B,'Hydro' refers to water or liquid.,A hydrostatic skeleton is where the body is filled with liquid under pressure to give support.,null,"[""P7"",""Science"",""Hydrostatic""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,T1,Musculo-Skeletal System,types_of_skeleton,E,MCQ,null,null,Polly the Parrot is giving a quiz on animal support systems. What defines a hydrostatic skeleton?,Body filled with bones,Body filled with liquid under pressure,Body covered in hair,Body filled with air,Option_B,'Hydro' refers to water or liquid.,A hydrostatic skeleton is where the body is filled with liquid under pressure to give support.,null,"[""P7"",""Science"",""Hydrostatic""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,T1,Musculo-Skeletal System,types_of_skeleton,M,MCQ,null,null,Manya observes animals after the rain. Which of the following animals has a hydrostatic skeleton?,Grasshopper,Worm,Bird,Lion,Option_B,Think of soft-bodied animals that crawl.,"Worms, slugs, and snails (soft parts) use liquid pressure for support.",null,"[""P7"",""Science"",""Worms""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,T1,Musculo-Skeletal System,types_of_skeleton,M,MCQ,null,null,Kiti the Cat watches a slug moving across the grass. Which of the following animals has a hydrostatic skeleton?,Grasshopper,Worm,Bird,Lion,Option_B,Think of soft-bodied animals that crawl.,"Worms, slugs, and snails (soft parts) use liquid pressure for support.",null,"[""P7"",""Science"",""Worms""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,T1,Musculo-Skeletal System,types_of_skeleton,M,MCQ,null,null,Polly the Parrot is naming soft-bodied creatures. Which of the following animals has a hydrostatic skeleton?,Grasshopper,Worm,Bird,Lion,Option_B,Think of soft-bodied animals that crawl.,"Worms, slugs, and snails (soft parts) use liquid pressure for support.",null,"[""P7"",""Science"",""Worms""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,T1,Musculo-Skeletal System,types_of_skeleton,E,MCQ,null,null,Manya feels his arm and notices a hard bone inside. Where is an endo-skeleton found in an animal?,Outside the flesh,On the skin,Inside the flesh,In the hair,Option_C,The prefix 'Endo' means inside.,"Endo-skeletons are internal frameworks, like in humans and other vertebrates.",null,"[""P7"",""Science"",""Endoskeleton""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,T1,Musculo-Skeletal System,types_of_skeleton,E,MCQ,null,null,Kiti the Cat is learning about vertebrates in her science book. Where is an endo-skeleton found in an animal?,Outside the flesh,On the skin,Inside the flesh,In the hair,Option_C,The prefix 'Endo' means inside.,"Endo-skeletons are internal frameworks, like in humans and other vertebrates.",null,"[""P7"",""Science"",""Endoskeleton""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,T1,Musculo-Skeletal System,types_of_skeleton,E,MCQ,null,null,Polly the Parrot is explaining human anatomy to her friends. Where is an endo-skeleton found in an animal?,Outside the flesh,On the skin,Inside the flesh,In the hair,Option_C,The prefix 'Endo' means inside.,"Endo-skeletons are internal frameworks, like in humans and other vertebrates.",null,"[""P7"",""Science"",""Endoskeleton""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,T1,Musculo-Skeletal System,types_of_skeleton,H,MCQ,null,null,Manya sees a grasshopper leaving its old shell behind. What is the scientific term for the periodic shedding of an exo-skeleton?,Ossification,Digestion,Ecdysis,Respiration,Option_C,Another word for this is 'moulting'.,Ecdysis is the process where insects shed their hard outer layer to grow.,null,"[""P7"",""Science"",""Ecdysis""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,T1,Musculo-Skeletal System,types_of_skeleton,H,MCQ,null,null,Kiti the Cat is fascinated by how insects grow larger. What is the scientific term for the periodic shedding of an exo-skeleton?,Ossification,Digestion,Ecdysis,Respiration,Option_C,Another word for this is 'moulting'.,Ecdysis is the process where insects shed their hard outer layer to grow.,null,"[""P7"",""Science"",""Ecdysis""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,T1,Musculo-Skeletal System,types_of_skeleton,H,MCQ,null,null,Polly the Parrot teaches a new science word to her class. What is the scientific term for the periodic shedding of an exo-skeleton?,Ossification,Digestion,Ecdysis,Respiration,Option_C,Another word for this is 'moulting'.,Ecdysis is the process where insects shed their hard outer layer to grow.,null,"[""P7"",""Science"",""Ecdysis""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,T1,Musculo-Skeletal System,types_of_skeleton,M,MCQ,null,null,Manya wonders why a cockroach sheds its hard skin. Why must insects undergo moulting/ecdysis?,To change their color,To allow the body to grow,To help them fly,To hide from enemies,Option_B,An exo-skeleton is rigid and cannot expand.,"Because the exo-skeleton is hard and fixed, it must be shed for the animal to increase in size.",null,"[""P7"",""Science"",""Moulting""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,T1,Musculo-Skeletal System,types_of_skeleton,M,MCQ,null,null,Kiti the Cat is observing a growing insect in the garden. Why must insects undergo moulting/ecdysis?,To change their color,To allow the body to grow,To help them fly,To hide from enemies,Option_B,An exo-skeleton is rigid and cannot expand.,"Because the exo-skeleton is hard and fixed, it must be shed for the animal to increase in size.",null,"[""P7"",""Science"",""Moulting""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,T1,Musculo-Skeletal System,types_of_skeleton,M,MCQ,null,null,Polly the Parrot asks a tricky question about insect life cycles. Why must insects undergo moulting/ecdysis?,To change their color,To allow the body to grow,To help them fly,To hide from enemies,Option_B,An exo-skeleton is rigid and cannot expand.,"Because the exo-skeleton is hard and fixed, it must be shed for the animal to increase in size.",null,"[""P7"",""Science"",""Moulting""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,T1,Musculo-Skeletal System,types_of_skeleton,M,MCQ,null,null,Manya is grouping animals by their internal structures. Which group of animals is known for having endo-skeletons?,Arthropods,Vertebrates,Molluscs,Insects,Option_B,These are animals with backbones.,"All vertebrates (mammals, birds, fish, reptiles, amphibians) have internal bones.",null,"[""P7"",""Science"",""Vertebrates""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,T1,Musculo-Skeletal System,types_of_skeleton,M,MCQ,null,null,Kiti the Cat is looking at pictures of mammals and birds. Which group of animals is known for having endo-skeletons?,Arthropods,Vertebrates,Molluscs,Insects,Option_B,These are animals with backbones.,"All vertebrates (mammals, birds, fish, reptiles, amphibians) have internal bones.",null,"[""P7"",""Science"",""Vertebrates""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,T1,Musculo-Skeletal System,types_of_skeleton,M,MCQ,null,null,Polly the Parrot is organizing a chart of the animal kingdom. Which group of animals is known for having endo-skeletons?,Arthropods,Vertebrates,Molluscs,Insects,Option_B,These are animals with backbones.,"All vertebrates (mammals, birds, fish, reptiles, amphibians) have internal bones.",null,"[""P7"",""Science"",""Vertebrates""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,T1,Musculo-Skeletal System,types_of_skeleton,E,MCQ,null,null,Manya is trying to spot the odd one out on a list of bugs. Which of these is NOT an example of an insect with an exo-skeleton?,House fly,Cricket,Slug,Grasshopper,Option_C,One of these is a soft-bodied mollusc.,"A slug has a hydrostatic skeleton, while the others are insects with hard covers.",null,"[""P7"",""Science"",""Exoskeleton""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,T1,Musculo-Skeletal System,types_of_skeleton,E,MCQ,null,null,Kiti the Cat examines different small creatures in the grass. Which of these is NOT an example of an insect with an exo-skeleton?,House fly,Cricket,Slug,Grasshopper,Option_C,One of these is a soft-bodied mollusc.,"A slug has a hydrostatic skeleton, while the others are insects with hard covers.",null,"[""P7"",""Science"",""Exoskeleton""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,T1,Musculo-Skeletal System,types_of_skeleton,E,MCQ,null,null,Polly the Parrot asks her classmates to identify the soft-bodied creature. Which of these is NOT an example of an insect with an exo-skeleton?,House fly,Cricket,Slug,Grasshopper,Option_C,One of these is a soft-bodied mollusc.,"A slug has a hydrostatic skeleton, while the others are insects with hard covers.",null,"[""P7"",""Science"",""Exoskeleton""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,T1,Musculo-Skeletal System,types_of_skeleton,M,MCQ,null,null,Manya is learning about the different jobs bones do. Which function of the skeleton involves the bone marrow?,Giving shape,Protecting organs,Making blood cells,Allowing movement,Option_C,The marrow is the soft tissue inside bones.,The skeleton contributes to the formation of red and white blood cells in the bone marrow.,null,"[""P7"",""Science"",""Functions""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,T1,Musculo-Skeletal System,types_of_skeleton,M,MCQ,null,null,Kiti the Cat reads that bones do more than just provide support. Which function of the skeleton involves the bone marrow?,Giving shape,Protecting organs,Making blood cells,Allowing movement,Option_C,The marrow is the soft tissue inside bones.,The skeleton contributes to the formation of red and white blood cells in the bone marrow.,null,"[""P7"",""Science"",""Functions""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,T1,Musculo-Skeletal System,types_of_skeleton,M,MCQ,null,null,Polly the Parrot is explaining the internal parts of a bone. Which function of the skeleton involves the bone marrow?,Giving shape,Protecting organs,Making blood cells,Allowing movement,Option_C,The marrow is the soft tissue inside bones.,The skeleton contributes to the formation of red and white blood cells in the bone marrow.,null,"[""P7"",""Science"",""Functions""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,T1,Musculo-Skeletal System,types_of_skeleton,M,MCQ,null,null,Manya watches a worm wiggle across the dirt and wonders about its movement. How does a hydrostatic skeleton help an animal move?,By using wings,Using liquid flowing in a thin membrane,Using hard bony plates,Using iron in the blood,Option_B,It involves liquid under pressure.,Animals like worms have a thin membrane in which the liquid flows to allow movement.,null,"[""P7"",""Science"",""Hydrostatic""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,T1,Musculo-Skeletal System,types_of_skeleton,M,MCQ,null,null,Kiti the Cat gently taps a snail to see how it moves. How does a hydrostatic skeleton help an animal move?,By using wings,Using liquid flowing in a thin membrane,Using hard bony plates,Using iron in the blood,Option_B,It involves liquid under pressure.,Animals like worms have a thin membrane in which the liquid flows to allow movement.,null,"[""P7"",""Science"",""Hydrostatic""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,T1,Musculo-Skeletal System,types_of_skeleton,M,MCQ,null,null,Polly the Parrot is describing how soft-bodied animals travel. How does a hydrostatic skeleton help an animal move?,By using wings,Using liquid flowing in a thin membrane,Using hard bony plates,Using iron in the blood,Option_B,It involves liquid under pressure.,Animals like worms have a thin membrane in which the liquid flows to allow movement.,null,"[""P7"",""Science"",""Hydrostatic""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,T1,Musculo-Skeletal System,types_of_skeleton,M,MCQ,null,null,Manya is at the beach looking at crabs. Arthropods like crabs and spiders belong to which skeleton category?,Endo-skeleton,Exo-skeleton,Hydrostatic skeleton,None,Option_B,They have a hard 'shell' on their limbs.,Crustaceans (crabs) and Arachnids (spiders) all have skeletons on the outside.,null,"[""P7"",""Science"",""Arthropods""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,T1,Musculo-Skeletal System,types_of_skeleton,M,MCQ,null,null,Kiti the Cat spots a spider in the corner of the room. Arthropods like crabs and spiders belong to which skeleton category?,Endo-skeleton,Exo-skeleton,Hydrostatic skeleton,None,Option_B,They have a hard 'shell' on their limbs.,Crustaceans (crabs) and Arachnids (spiders) all have skeletons on the outside.,null,"[""P7"",""Science"",""Arthropods""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,T1,Musculo-Skeletal System,types_of_skeleton,M,MCQ,null,null,Polly the Parrot is categorizing different jointed-legged creatures. Arthropods like crabs and spiders belong to which skeleton category?,Endo-skeleton,Exo-skeleton,Hydrostatic skeleton,None,Option_B,They have a hard 'shell' on their limbs.,Crustaceans (crabs) and Arachnids (spiders) all have skeletons on the outside.,null,"[""P7"",""Science"",""Arthropods""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,T1,Musculo-Skeletal System,types_of_skeleton,E,MCQ,null,null,"Manya lists mammals he knows from the village. Man, Goats, and Lions all share which type of skeleton?",Exo-skeleton,Hydrostatic skeleton,Endo-skeleton,Chitin skeleton,Option_C,We have our bones on the inside.,These are all mammals/vertebrates with internal bony frameworks.,null,"[""P7"",""Science"",""Endoskeleton""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,T1,Musculo-Skeletal System,types_of_skeleton,E,MCQ,null,null,"Kiti the Cat compares herself to humans and wild cats. Man, Goats, and Lions all share which type of skeleton?",Exo-skeleton,Hydrostatic skeleton,Endo-skeleton,Chitin skeleton,Option_C,We have our bones on the inside.,These are all mammals/vertebrates with internal bony frameworks.,null,"[""P7"",""Science"",""Endoskeleton""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,T1,Musculo-Skeletal System,types_of_skeleton,E,MCQ,null,null,"Polly the Parrot is testing her friends on mammalian anatomy. Man, Goats, and Lions all share which type of skeleton?",Exo-skeleton,Hydrostatic skeleton,Endo-skeleton,Chitin skeleton,Option_C,We have our bones on the inside.,These are all mammals/vertebrates with internal bony frameworks.,null,"[""P7"",""Science"",""Endoskeleton""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,T1,Musculo-Skeletal System,types_of_skeleton,H,MCQ,null,null,Manya learns that bones don't move by themselves. A skeleton provides a surface for the attachment of what?,Skin,Muscles,Nerves,Hair,Option_B,This attachment allows for movement.,"The skeleton provides a surface area for muscles to attach, which pulls on bones to move.",null,"[""P7"",""Science"",""Muscles""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,T1,Musculo-Skeletal System,types_of_skeleton,H,MCQ,null,null,Kiti the Cat flexes her paws and thinks about her anatomy. A skeleton provides a surface for the attachment of what?,Skin,Muscles,Nerves,Hair,Option_B,This attachment allows for movement.,"The skeleton provides a surface area for muscles to attach, which pulls on bones to move.",null,"[""P7"",""Science"",""Muscles""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,T1,Musculo-Skeletal System,types_of_skeleton,H,MCQ,null,null,Polly the Parrot explains how wings flap. A skeleton provides a surface for the attachment of what?,Skin,Muscles,Nerves,Hair,Option_B,This attachment allows for movement.,"The skeleton provides a surface area for muscles to attach, which pulls on bones to move.",null,"[""P7"",""Science"",""Muscles""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,T1,Musculo-Skeletal System,types_of_skeleton,H,MCQ,null,null,Manya compares his own growth to a growing grasshopper. How does growth in endo-skeleton animals differ from exo-skeleton animals?,Endo-skeletons grow continuously,Endo-skeletons grow by ecdysis,Exo-skeletons grow continuously,Endo-skeletons never grow,Option_A,We don't need to shed our bones to get taller.,"Vertebrates grow by a continuous increase in size, unlike insects who grow in steps via ecdysis.",null,"[""P7"",""Science"",""Growth""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,T1,Musculo-Skeletal System,types_of_skeleton,H,MCQ,null,null,Kiti the Cat wonders why she never had to shed a shell to get bigger. How does growth in endo-skeleton animals differ from exo-skeleton animals?,Endo-skeletons grow continuously,Endo-skeletons grow by ecdysis,Exo-skeletons grow continuously,Endo-skeletons never grow,Option_A,We don't need to shed our bones to get taller.,"Vertebrates grow by a continuous increase in size, unlike insects who grow in steps via ecdysis.",null,"[""P7"",""Science"",""Growth""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,T1,Musculo-Skeletal System,types_of_skeleton,H,MCQ,null,null,Polly the Parrot points out the differences between birds and beetles. How does growth in endo-skeleton animals differ from exo-skeleton animals?,Endo-skeletons grow continuously,Endo-skeletons grow by ecdysis,Exo-skeletons grow continuously,Endo-skeletons never grow,Option_A,We don't need to shed our bones to get taller.,"Vertebrates grow by a continuous increase in size, unlike insects who grow in steps via ecdysis.",null,"[""P7"",""Science"",""Growth""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,T1,Musculo-Skeletal System,types_of_skeleton,E,MCQ,null,null,Manya needs to give an example of moulting in his exam. Identify a common example of an animal that undergoes ecdysis.,Man,Grasshopper,Earthworm,Fish,Option_B,Look for an insect.,Grasshoppers periodically shed their outer layer to form a new cuticle.,null,"[""P7"",""Science"",""Moulting""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,T1,Musculo-Skeletal System,types_of_skeleton,E,MCQ,null,null,Kiti the Cat spots a creature leaving its old skin on a leaf. Identify a common example of an animal that undergoes ecdysis.,Man,Grasshopper,Earthworm,Fish,Option_B,Look for an insect.,Grasshoppers periodically shed their outer layer to form a new cuticle.,null,"[""P7"",""Science"",""Moulting""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,T1,Musculo-Skeletal System,types_of_skeleton,E,MCQ,null,null,Polly the Parrot asks her class to name an insect that sheds. Identify a common example of an animal that undergoes ecdysis.,Man,Grasshopper,Earthworm,Fish,Option_B,Look for an insect.,Grasshoppers periodically shed their outer layer to form a new cuticle.,null,"[""P7"",""Science"",""Moulting""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,T1,Musculo-Skeletal System,types_of_skeleton,M,MCQ,null,null,Manya reads a book about the ocean. Which aquatic animals possess a hydrostatic skeleton?,Sharks and Whales,Jellyfish and Starfish,Tilapia and Nile Perch,Crocodiles,Option_B,"These animals have very soft, watery bodies.",Jellyfish and Starfish rely on fluid pressure rather than bones for their shape.,null,"[""P7"",""Science"",""Hydrostatic""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,T1,Musculo-Skeletal System,types_of_skeleton,M,MCQ,null,null,Kiti the Cat looks at a picture of sea creatures with no bones. Which aquatic animals possess a hydrostatic skeleton?,Sharks and Whales,Jellyfish and Starfish,Tilapia and Nile Perch,Crocodiles,Option_B,"These animals have very soft, watery bodies.",Jellyfish and Starfish rely on fluid pressure rather than bones for their shape.,null,"[""P7"",""Science"",""Hydrostatic""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
